# Magnetizacion Magnetization_Absoluta Magnetization_cuadrada Energia Energia_cuadrada
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-6.000000000000000000e+00,3.600000000000000000e+01
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-1.000000000000000000e+01,1.000000000000000000e+02
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-6.000000000000000000e+00,3.600000000000000000e+01
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-1.000000000000000000e+01,1.000000000000000000e+02
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-1.000000000000000000e+01,1.000000000000000000e+02
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.000000000000000000e+01,1.000000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-1.000000000000000000e+01,1.000000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.800000000000000000e+01,3.240000000000000000e+02
-5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-1.800000000000000000e+01,3.240000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,6.000000000000000000e+00,3.600000000000000000e+01
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.000000000000000000e+01,1.000000000000000000e+02
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-6.000000000000000000e+00,3.600000000000000000e+01
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,2.000000000000000000e+00,4.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-6.000000000000000000e+00,3.600000000000000000e+01
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-2.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-6.000000000000000000e+00,3.600000000000000000e+01
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,6.000000000000000000e+00,3.600000000000000000e+01
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,6.000000000000000000e+00,3.600000000000000000e+01
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-1.000000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.000000000000000000e+01,1.000000000000000000e+02
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-2.000000000000000000e+00,4.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,6.000000000000000000e+00,3.600000000000000000e+01
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-1.000000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.000000000000000000e+01,1.000000000000000000e+02
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,1.000000000000000000e+01,1.000000000000000000e+02
-4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-1.400000000000000000e+01,1.960000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
-4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-1.800000000000000000e+01,3.240000000000000000e+02
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-6.000000000000000000e+00,3.600000000000000000e+01
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-6.000000000000000000e+00,3.600000000000000000e+01
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-2.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.000000000000000000e+00,4.000000000000000000e+00
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
-4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,6.000000000000000000e+00,3.600000000000000000e+01
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-6.000000000000000000e+00,3.600000000000000000e+01
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.000000000000000000e+01,1.000000000000000000e+02
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-1.000000000000000000e+01,1.000000000000000000e+02
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.000000000000000000e+01,1.000000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-6.000000000000000000e+00,3.600000000000000000e+01
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-2.000000000000000000e+00,4.000000000000000000e+00
-6.800000000000000488e-01,6.800000000000000488e-01,4.624000000000000887e-01,-1.800000000000000000e+01,3.240000000000000000e+02
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-2.000000000000000000e+00,4.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-6.000000000000000000e+00,3.600000000000000000e+01
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-1.000000000000000000e+01,1.000000000000000000e+02
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-2.000000000000000000e+00,4.000000000000000000e+00
-2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.000000000000000000e+00,4.000000000000000000e+00
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-1.400000000000000000e+01,1.960000000000000000e+02
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-2.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.400000000000000000e+01,1.960000000000000000e+02
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.000000000000000000e+01,1.000000000000000000e+02
-1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,2.000000000000000000e+00,4.000000000000000000e+00
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-1.400000000000000000e+01,1.960000000000000000e+02
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.000000000000000000e+00,4.000000000000000000e+00
